,northing, easting, zone, longitude, latitude,distance_km
2304,4471720,437426.0,30,-3.737311483786166,40.39373174559151,3.859694959654615
2305,4471664,437460.0,30,-3.73690539262289,40.393229826506165,3.871738134108498
2306,4471882,437215.3,30,-3.739809945094226,40.3951752558645,3.919437613596733
2307,4472173,437009.7,30,-3.742261183551119,40.39778118344229,3.921243379300954
2308,4472172,436987.0,30,-3.742528554136829,40.39777045771496,3.940979076825469
2309,4472687,436730.0,30,-3.7456079144334375,40.4023903051043,3.9262057821533225
2310,4472678,436779.0,30,-3.7450296243640007,40.40231295130648,3.8850869125550775
2311,4472650,436499.0,30,-3.748326232628013,40.40203940917005,4.153005193196557
2312,4480951,445273.0,30,-3.645650949355532,40.47744224094636,8.318718075271901
2313,4471817,444063.5,30,-3.659115322919426,40.39507779845152,4.476282768207046
2314,4471806,444077.0,30,-3.65895529260412,40.3949796105552,4.49361040711504
2315,4471632,443942.1,30,-3.6605294372306783,40.3934030474141,4.481652668675364
2316,4471619,443946.0,30,-3.660482342219556,40.39328619823551,4.492471747845594
2317,4471404,443757.0,30,-3.6626901945316392,40.39133661113705,4.4759414614199455
2318,4471308,443748.0,30,-3.6627877526907007,40.390471178895815,4.53124603562778
2319,4471030,443753.0,30,-3.6627042952851,40.38796712815122,4.721446953436289
2320,4470769,443773.6,30,-3.6624385643391335,40.385617275329146,4.918819859656161
2321,4470721,443799.0,30,-3.662135095560438,40.385186576419166,4.970876070292423
2322,4470574,443781.0,30,-3.6623341787831336,40.38386109790664,5.064633203823149
2323,4470383,443910.0,30,-3.6607976701631433,40.3821491487417,5.292439421321478
2324,4470335,444114.0,30,-3.658390281944678,40.381730442959984,5.467409426607071
2325,4470226,444243.0,30,-3.656861096350322,40.38075714608206,5.635498552335393
2326,4470315,444704.0,30,-3.651438212878773,40.381589633141,5.905715581329494
2327,4470361,444671.0,30,-3.651830953918755,40.38200183918179,5.850390373029683
