northing, easting, zone, longitude, latitude
4468886,439369,30,-3.714149114936167,40.368345346509244
4471910,438743.5,30,-3.721806795950677,40.3955412942468
4471774,438547,30,-3.7241089245289105,40.39430166703544
4471565,438244,30,-3.7276586743279068,40.39239648721416
4471536,438251,30,-3.727573389269466,40.39213576076852
4471370,438049,30,-3.7299371763061666,40.390625357119404
4470986,437524.6,30,-3.7360777707494424,40.38712694639262
4470965,437529,30,-3.7360238751613206,40.386938098818995
4470935,437367.6,30,-3.73792236671175,40.38665572687439
4470900,437329,30,-3.7383736652045787,40.38633752831393
4470700,437061,30,-3.7415111640568752,40.38451563593986
4470691,437083.3,30,-3.74124757034001,40.38443624419783
4470508,436866,30,-3.743789333812702,40.38277126140161
4470487,436876.5,30,-3.743663561495829,40.38258287958785
4470296,436661.7,30,-3.7461749509086593,40.38084596680036
4470404,436772,30,-3.7448863507045083,40.38182725554141
4470221,436597.3,30,-3.7469261103198717,40.38016543607112
4470210,436609.4,30,-3.746782481512133,40.38006726376279
4469938,436324,30,-3.7501172295434975,40.37759520895211
4469813,436154,30,-3.7521071818148366,40.376456147765516
4469531,436047,30,-3.753339247283021,40.37390756462562
4469510,436052.5,30,-3.7532723582823477,40.37371880940327
4469552,435691.2,30,-3.7575321928307166,40.37406936517334
4469541,435668.8,30,-3.7577949239764985,40.37396854382521
4469861,435143,30,-3.76402067087028,40.3768104872357
4469788,435126,30,-3.7642134851897806,40.37615155000181
4470144,435059.7,30,-3.765030705046359,40.3793533798759
4470135,435044,30,-3.765214726288792,40.379271080586335
4470145,434847,30,-3.7675363117611584,40.37934578554567
4470107,434803,30,-3.768050723033684,40.37900002507
4470191,434543.5,30,-3.7711161185407267,40.379736387314864
4470189,434520.1,30,-3.771391555140875,40.379716532135035
4470347,434314,30,-3.773835610408203,40.38112363666009
4470324,434120.9,30,-3.776107913336971,40.380901199651106
4470299,433885.7,30,-3.7788759193436725,40.38065736214276
4470296,433868,30,-3.7790841089796228,40.38062893248311
4470537,433912,30,-3.7785907969282055,40.38280344127298
4470601,433862,30,-3.7791864446383676,40.38337600963776
4470634,434113,30,-3.7762330282289787,40.38369317206586
4470348,434252.8,30,-3.774556637965577,40.38112781845306
4470303,434361.4,30,-3.7732727150452745,40.38073100283294
4469750,436350,30,-3.7497921942565156,40.37590360812192
4469779,436337.5,30,-3.7499423278820045,40.37616389821033
4469862,436374,30,-3.749520679379568,40.376914386288696
4469884,436353,30,-3.749770238352788,40.377110968469886
4472866,439767.1,30,-3.7098366934776803,40.40422806442368
4472930,439877.5,30,-3.7085417841470045,40.404812586667965
4478784,444489.1,30,-3.654708975465432,40.45786882871073
4478801,444491.5,30,-3.654682157623978,40.45802213349729
4478894,444693.8,30,-3.6523044271446268,40.45887341240086
4478912,444684.8,30,-3.6524121390049347,40.459034966377345
4478899,445006.2,30,-3.6486205089035013,40.458939187895815
4478914,445060.7,30,-3.647979049821945,40.45907792048882
4478894,445223,30,-3.6460631996060484,40.45890846463643
4478921,445268,30,-3.6455348106213017,40.45915465957777
4478978,445524.5,30,-3.6425146025977213,40.45968499971504
4478988,445508.6,30,-3.642702983438757,40.45977404237845
4479173,445651.2,30,-3.6410370185478587,40.461449957254494
4479172,445623.7,30,-3.641361272510517,40.461439149549435
4479433,445912.5,30,-3.6379773600156144,40.46380922282416
4479398,445838.3,30,-3.638849531195314,40.46348909101555
4479500,446060,30,-3.6362433528384237,40.46442238283988
4479521,446038,30,-3.636504622031251,40.46461013316538
4484874,442569,30,-3.677905365926106,40.512599591103495
4479345,447930.3,30,-3.614170940478916,40.46314537729937
4479362,447885,30,-3.6147066285682805,40.463295682657865
4478511,444045,30,-3.659922406637048,40.45537972676132
4478527,444010,30,-3.6603365749368866,40.455521505450186
4478381,443445,30,-3.666986657138612,40.4541680114304
4478413,443422,30,-3.6672607440013203,40.45445471745204
4478300,442716,30,-3.6755763148694878,40.45338840036921
4478323,442695,30,-3.6758260369835933,40.453594147491366
4478079,442649,30,-3.676346462698726,40.45139290863764
4478042,442616,30,-3.6767322657741532,40.45105731774303
4477842,442407,30,-3.6791787099130344,40.4492411698254
4477851,442372,30,-3.679592244641858,40.44931982038211
4477704,442263,30,-3.6808642032839876,40.44798801245121
4477678,441938.6,30,-3.6846870584409137,40.44773119864792
4477644,441915,30,-3.6849622322123814,40.44742326242461
4477694,441586,30,-3.688846269161257,40.447850632574635
4477739,441592,30,-3.6887796576623404,40.44825643444623
4475042,442067,30,-3.6829326983486945,40.42399380126876
4475344,442085,30,-3.6827480315371397,40.42671562074732
4475646,442107,30,-3.6825161974611262,40.429437717167374
4475920,442133,30,-3.682234641197371,40.43190785261945
4476145,442144,30,-3.682125444940129,40.43393552742003
4476431,442163,30,-3.68192747795857,40.43651327527292
4476996,442209,30,-3.6814365410418075,40.441606263632934
4477179,442215,30,-3.6813824433829505,40.44325523130285
4477371,442229,30,-3.681234832752229,40.444985830660535
4478054,442492,30,-3.678195593411108,40.45115684963152
4478155,442293,30,-3.6805514355226103,40.45205291247697
4478363,442364,30,-3.6797330539498954,40.453931598482875
4478374,442337,30,-3.680052457569098,40.45402881873862
4478641,442636,30,-3.6765505401657257,40.456454768754
4478614,442567,30,-3.677361828961242,40.456206774763544
4479024,442738,30,-3.6753821826341424,40.45991204330796
4478963,442692,30,-3.675919190658897,40.459359356274774
4478128,442223,30,-3.681374448885623,40.4518048212572
4477897,442112,30,-3.682662345210443,40.44971614433495
4477519,441942,30,-3.684632432219834,40.44629909091171
4477302,441921,30,-3.6848602100020287,40.44434278773478
4477105,441909,30,-3.6849836876470077,40.4425672817288
4476838,441892,30,-3.6851597094399935,40.440160832837016
4476561,441870,30,-3.6853937546590343,40.43766394855914
